Model,Parameter,MAE_change_%,RMSE_change_%,R2_change_%
4_pld,CBF,-2.2835831896223264,-0.9468605123930671,0.05522833222032068
3_pld,CBF,12.392270987642268,15.399011561407633,-0.9719253932840705
4_pld,ATT,-2.0499409157895436,-1.7139512097201117,1.4116648199581525
3_pld,ATT,2.466039532221183,2.4551277775091753,-2.064652176796061
