Model,Parameter,MAE,RMSE,R2,Pearson,Bias,Error_SD
3_pld,CBF,4.075557231903076,5.622018337249756,0.9620895981788635,0.9808923484274185,-0.2031104862689972,5.61862850189209
3_pld,ATT,0.2622719705104828,0.39913395047187805,0.6919376850128174,0.8375501596722572,0.05079744756221771,0.39590805768966675
