epoch,train_mae,validation_mae
1,1.3304228633642197,0.709136575460434
2,0.5861089266836643,0.4904911369085312
3,0.4437236823141575,0.5218963027000427
4,0.44640227407217026,0.42409084737300873
5,0.39152124151587486,0.4038865864276886
6,0.38419704884290695,0.4337722063064575
7,0.39135439693927765,0.424207866191864
8,0.39608391746878624,0.4040566235780716
9,0.37958165258169174,0.38566653430461884
10,0.37095989286899567,0.38543713092803955
11,0.37538837268948555,0.3851129561662674
12,0.397040780633688,0.4327642321586609
13,0.4019188657402992,0.39922866225242615
14,0.37874865159392357,0.3904107064008713
15,0.3882163092494011,0.40007783472537994
16,0.37228671833872795,0.40757036209106445
17,0.38543469086289406,0.38906580209732056
18,0.38098348304629326,0.38528767228126526
19,0.36947401985526085,0.39458999037742615
20,0.36910080164670944,0.38751788437366486
21,0.3682197481393814,0.3862196207046509
22,0.3634808100759983,0.40624240040779114
23,0.37842485681176186,0.41180093586444855
24,0.3790578506886959,0.38028784096241
25,0.37307945638895035,0.4087051749229431
26,0.36383991688489914,0.3814197778701782
27,0.3657275140285492,0.38572049140930176
28,0.3608509264886379,0.3813580721616745
29,0.36902106925845146,0.38727517426013947
30,0.363792959600687,0.39083193242549896
31,0.3702564388513565,0.3818695992231369
32,0.3641013205051422,0.3789043128490448
33,0.36473826691508293,0.387502983212471
34,0.3579210862517357,0.38377057015895844
35,0.35449327155947685,0.38804587721824646
36,0.3598683588206768,0.3828860968351364
37,0.35896410420536995,0.3842916935682297
38,0.3530241288244724,0.3767516165971756
39,0.35696961358189583,0.37624868750572205
40,0.3678365610539913,0.38666027784347534
41,0.3607138767838478,0.3818545341491699
42,0.35916193202137947,0.3844236135482788
43,0.3698301427066326,0.39329226315021515
44,0.3723209500312805,0.3961579203605652
45,0.36180421710014343,0.37193283438682556
46,0.3580472692847252,0.37348484992980957
47,0.36237506940960884,0.3862760066986084
48,0.36167043074965477,0.3805559426546097
49,0.358840636909008,0.3824375867843628
50,0.36029818654060364,0.37434451282024384
51,0.35684965923428535,0.38265809416770935
52,0.3517538532614708,0.3708769679069519
53,0.3504526987671852,0.3881876468658447
54,0.35674435645341873,0.3792355805635452
55,0.34660299122333527,0.38746902346611023
56,0.35158035531640053,0.3923129588365555
57,0.35240430012345314,0.39659829437732697
58,0.3535686694085598,0.3723192662000656
59,0.35402027145028114,0.37631139159202576
60,0.36648929864168167,0.3912491202354431
61,0.36019181832671165,0.3796558380126953
62,0.34895625710487366,0.3913412392139435
63,0.3640344403684139,0.38628119230270386
64,0.35150856524705887,0.38081371784210205
65,0.35072747245430946,0.37884974479675293
66,0.3564129173755646,0.38274170458316803
67,0.35156771913170815,0.37384432554244995
68,0.35545845329761505,0.37998080253601074
69,0.3515765704214573,0.3697604835033417
70,0.3539227023720741,0.38926419615745544
71,0.35904543846845627,0.3922898918390274
72,0.357528667896986,0.40625979006290436
73,0.36182165145874023,0.3800845444202423
74,0.36571840196847916,0.4106110483407974
75,0.3561355844140053,0.3877575695514679
76,0.35657256841659546,0.38296347856521606
77,0.3506925441324711,0.38658733665943146
78,0.3557925261557102,0.3840161859989166
79,0.35584862530231476,0.3724929392337799
80,0.3510042726993561,0.40279658138751984
81,0.3539697863161564,0.36676305532455444
82,0.3438986837863922,0.373142346739769
83,0.34752507507801056,0.3834489434957504
84,0.3564603328704834,0.37232644855976105
85,0.35184625908732414,0.3720420002937317
86,0.3534931167960167,0.40232476592063904
87,0.3530074208974838,0.37047259509563446
88,0.34727583453059196,0.3810654878616333
89,0.3476806953549385,0.37901800870895386
90,0.34717344865202904,0.3829432874917984
91,0.3489331230521202,0.37305180728435516
92,0.34219009429216385,0.3687669485807419
93,0.3444490544497967,0.3876834362745285
94,0.34270306304097176,0.367679700255394
95,0.34527312591671944,0.39449384808540344
96,0.35270050913095474,0.38470320403575897
97,0.34183860197663307,0.3738221228122711
98,0.34697509929537773,0.3919837176799774
99,0.35158299654722214,0.38782835006713867
100,0.3473682440817356,0.3784141093492508
101,0.34280453622341156,0.37943699955940247
