SNR,CBF_6_MAE,CBF_3_MAE,CBF_Abs_Diff,CBF_MAE_Degradation_%,ATT_6_MAE,ATT_3_MAE,ATT_Abs_Diff,ATT_MAE_Degradation_%
5,5.436420917510986,6.361186504364014,0.9247655868530273,17.01055898512771,0.3293321430683136,0.3500289916992187,0.020696848630905096,6.284490920952083
10,3.189253807067871,3.469151258468628,0.27989745140075684,8.77626768934042,0.2403759211301803,0.2552773952484131,0.014901474118232783,6.199237447815165
20,2.236812114715576,2.450019121170044,0.21320700645446777,9.531735144486122,0.187666654586792,0.1998256891965866,0.012159034609794617,6.4790597117887625
30,1.9341732263565063,2.1476385593414307,0.21346533298492432,11.036515761674515,0.1663297563791275,0.1801789551973343,0.013849198818206787,8.326350690155104
40,1.7997180223464966,2.0072426795959477,0.20752465724945113,11.530953997942282,0.1552134752273559,0.1699547469615936,0.014741271734237699,9.497417484303318
60,1.6842800378799438,1.883361577987671,0.19908154010772705,11.819978603933182,0.1444713175296783,0.1596848368644714,0.015213519334793119,10.530477325831718
80,1.636327624320984,1.830795168876648,0.19446754455566384,11.884389266871953,0.139575183391571,0.1550753712654113,0.015500187873840304,11.105260618110975
