Model,Parameter,MAE,RMSE,MAPE_percent,R2,Pearson,Bias,Error_SD
6 PLD,CBF,3.7032266,4.9575334,66.66433,0.9705215096473694,0.9854543163539221,0.414848,4.9403925
6 PLD,ATT,0.25817594,0.39233142,24.676697,0.7023489475250244,0.8426686798301354,0.060927626,0.387591
3 PLD,CBF,4.1018767,5.627568,58.79059,0.9620147347450256,0.9809701317096587,-0.42755362,5.611583
3 PLD,ATT,0.2612049,0.39595354,24.299625,0.6968275308609009,0.8376297899109257,0.044150792,0.393504
