Model,Parameter,MAE,RMSE,R2,Pearson,Bias,Error_SD
6_pld,CBF,3.626189947128296,4.871808052062988,0.9715321660041809,0.9859181119756424,-0.5140445232391357,4.844854831695557
6_pld,ATT,0.2559598982334137,0.3895695209503174,0.7065249681472778,0.84592339452798,0.061281926929950714,0.3847385346889496
