CBF,ATT,PLD,Selected,Signal_Amplitude,Norm_Signal,Slope_dS_dPLD,Abs_Slope,Curve_Max_PLD,Dist_to_Max,Curve_Region,Sens_CBF,Sens_ATT
50.0,2.0,1.525,True,283.87762588881344,0.8613489125709296,117.20018002807046,117.20018002807046,1.9959919839679359,-0.47099198396793596,near maximum,5.677552517776235,-288.3523347763719
50.0,2.0,2.025,False,323.08870173066606,0.98032418380398,-269.4557797445268,269.4557797445268,1.9959919839679359,0.029008016032064043,near maximum,6.461774034613313,-12.131752879906799
50.0,2.0,2.525,True,212.9931993395675,0.6462695327316714,-177.93309953201424,177.93309953201424,1.9959919839679359,0.529008016032064,post-maximum/decay,4.259863986791331,49.18626941017152
50.0,2.0,3.025,True,140.41377096102522,0.42604713403737343,-116.81201706731372,116.81201706731372,1.9959919839679359,1.029008016032064,post-maximum/decay,2.808275419220493,32.42558724317064
50.0,2.0,3.525,False,92.56646285716702,0.28086758113789095,-77.13593777458027,77.13593777458027,1.9959919839679359,1.529008016032064,late decay,1.851329257143334,21.376264568807244
50.0,2.0,4.025,False,61.02357330938473,0.1851593211922174,-50.93613692960025,50.93613692960025,1.9959919839679359,2.0290080160320647,late decay,1.2204714661876892,14.092102125671815
50.0,2.5,1.525,True,156.21159148378564,0.6404981956123369,131.54450831266513,131.54450831266513,2.501002004008016,-0.976002004008016,arrival/transition,3.1242318296756935,-225.79194192716727
50.0,2.5,2.025,False,210.0484947134049,0.8612400691723814,86.86442767225162,86.86442767225162,2.501002004008016,-0.47600200400801596,near maximum,4.200969894268084,-213.3594490838638
50.0,2.5,2.525,True,239.06179729717454,0.9802003062274406,-199.71063256796697,199.71063256796697,2.501002004008016,0.023997995991984045,near maximum,4.781235945943465,-8.976601881465456
50.0,2.5,3.025,True,157.59924990704008,0.6461878676000459,-131.10883743053273,131.10883743053273,2.501002004008016,0.523997995991984,post-maximum/decay,3.15198499814079,36.394209715636805
50.0,2.5,3.525,False,103.89582882783432,0.42599329706453515,-86.57673567875463,86.57673567875463,2.501002004008016,1.023997995991984,post-maximum/decay,2.0779165765566745,23.99254174858342
50.0,2.5,4.025,False,68.4923516716589,0.28083208961798883,-57.1702968898644,57.1702968898644,2.501002004008016,1.5239979959919845,late decay,1.3698470334331745,15.816858342446807
50.0,3.0,1.525,True,55.15895734733083,0.30547372892761276,147.64446320027082,147.64446320027082,2.998997995991984,-1.4739979959919842,arrival/transition,1.1031791469466121,-181.0235016250924
50.0,3.0,2.025,False,115.58505023148962,0.6401171813340512,97.49591191131276,97.49591191131276,2.998997995991984,-0.9739979959919842,arrival/transition,2.311701004629782,-167.06937495240965
50.0,3.0,2.525,True,155.420385784993,0.8607277417909236,64.38069287111648,64.38069287111648,2.998997995991984,-0.4739979959919842,near maximum,3.1084077156998546,-157.87024769081313
50.0,3.0,3.025,True,176.88808869149918,0.9796172127623675,-147.15546982191154,147.15546982191154,2.998997995991984,0.026002004008015778,near maximum,3.5377617738299705,-6.642022973595942
50.0,3.0,3.525,False,116.61181506393591,0.6458034686966653,-97.17300880808034,97.17300880808034,2.998997995991984,0.5260020040080158,post-maximum/decay,2.332236301278705,26.929029517978336
50.0,3.0,4.025,False,76.87524645156668,0.42573988568922205,-64.16746623311155,64.16746623311155,2.998997995991984,1.0260020040080162,post-maximum/decay,1.5375049290313214,17.752710390118267
65.0,0.5,1.525,True,450.5965145551023,0.6456485255027584,-375.17015757580884,375.17015757580884,1.0,0.5249999999999999,post-maximum/decay,6.9322540700785,104.05572398045422
65.0,0.5,2.025,False,297.05153022142906,0.4256377408404257,-247.74079462192094,247.74079462192094,1.0,1.025,post-maximum/decay,4.5700235418681245,68.59776105283913
65.0,0.5,2.525,True,195.8284379851811,0.28059769250873545,-163.5937722671879,163.5937722671879,1.0,1.525,late decay,3.012745199772013,45.22243122681232
65.0,0.5,3.025,True,129.09806286851932,0.18498139964224913,-107.39833436522713,107.39833436522713,1.0,2.025,late decay,1.986124044131067,29.81246406115943
65.0,0.5,3.525,False,85.10668832309915,0.1219472544755164,-70.91968313427788,70.91968313427788,1.0,2.525,late decay,1.3093336665092181,19.653587595507105
65.0,0.5,4.025,False,56.105786844392604,0.08039258489165328,-46.831279885236654,46.831279885236654,1.0,3.0250000000000004,late decay,0.8631659514521957,12.956443472161538
