PLD,Selected,Abs_Sens_CBF,Abs_Sens_ATT
1.525,True,5.558486646356936,166.49535268390042
2.025,False,4.738495332597008,107.86093116807199
2.525,True,3.7231797149240813,63.02965297829568
3.025,True,2.702566860351409,28.904465676439777
3.525,False,1.7816418801768963,23.314506477254433
4.025,False,1.1745307158793201,15.369869942877337
