epoch,train_mae,validation_mae
1,0.4454279909936749,0.3991378411650658
2,0.37816924966719684,0.3812192514538765
3,0.37261444193368054,0.3636930167675018
4,0.37510968896807456,0.36171007007360456
5,0.3756685472872792,0.3685236111283302
6,0.36870749872557973,0.3509356677532196
7,0.3679584400082121,0.38452633917331697
8,0.36486886365681276,0.35831025838851926
9,0.36403099143383455,0.3606137841939926
10,0.3631741086743316,0.3690453335642815
11,0.3588790829692568,0.35269166678190234
12,0.3602792140172452,0.3515506282448769
13,0.3610529227524388,0.37654771506786344
14,0.3589809711794464,0.3481329560279846
15,0.3583288867862857,0.3478424623608589
16,0.3581427191289104,0.3528558999300003
17,0.3572305234111085,0.35543824881315234
18,0.35718940304858343,0.3510453402996063
19,0.35717413498430833,0.3661219745874405
20,0.3575140756307816,0.35516330897808074
21,0.35602785297194306,0.3512280836701393
22,0.35672509290125903,0.35520502030849455
23,0.3561211156905914,0.352781617641449
24,0.3555598512900119,0.3493914917111397
25,0.35414714883176646,0.357005363702774
26,0.3558103198907813,0.3493310555815697
27,0.3553168176084149,0.37087698727846147
28,0.3555064370133439,0.34541644155979156
29,0.35624487865336085,0.34829393625259397
30,0.35454200253802903,0.34962318688631056
31,0.35443943495653113,0.34767181128263475
32,0.35581531436467656,0.3483631357550621
33,0.3552859791991662,0.35272765159606934
34,0.35299057178959553,0.34888871014118195
35,0.3542415029844459,0.3607704296708107
36,0.35404313294863216,0.34997532367706297
37,0.3542024105483172,0.3464121356606483
38,0.3534243228484173,0.3472630962729454
39,0.3533521729464434,0.3515067532658577
40,0.3529373392158625,0.3534183159470558
41,0.35315796565644597,0.3538333013653755
42,0.3533198955107708,0.3517219305038452
43,0.35246537640994907,0.34682204723358157
44,0.35252646113536795,0.35119457095861434
45,0.3530542911315451,0.3508670166134834
46,0.3526546007820538,0.34736605137586596
47,0.3527088063407917,0.3479763090610504
48,0.35228635644426154,0.3487072542309761
