epoch,train_mae,validation_mae
1,0.1539110075568129,0.12689765356481075
2,0.12180240566562289,0.12283717058598995
3,0.11777496982388701,0.11860686391592026
4,0.1165035272851312,0.12430882044136524
5,0.11511493495575977,0.11300368010997772
6,0.11428606467500542,0.1156692236661911
7,0.11381794941937265,0.11212689019739627
8,0.11392313639627644,0.115649651363492
9,0.11311323256641322,0.11931530199944973
10,0.11309519951024183,0.11249954104423524
11,0.11279858874275153,0.11320579499006271
12,0.11243960055654034,0.11058697998523712
13,0.1127051267856713,0.11171319596469402
14,0.11235928594883234,0.11143908761441708
15,0.11208239039272862,0.11133648827672005
16,0.1120923800519639,0.11173440739512444
17,0.11206168766706755,0.11237971261143684
18,0.11161766004708647,0.11137646064162254
19,0.11173113347135927,0.11242620721459388
20,0.11146912219456125,0.11314909607172012
21,0.11126228377741051,0.1111649852246046
22,0.11149303644042317,0.1117259781807661
23,0.11150347557231205,0.11004247777163982
24,0.11179232675056516,0.11618786305189133
25,0.11109474566450879,0.11182959042489529
26,0.11128547761764507,0.11123390682041645
27,0.11120668041437926,0.11116859987378121
28,0.11081740967091364,0.11265230961143971
29,0.11136629657937949,0.11323005855083465
30,0.11074502437026953,0.11111911348998546
31,0.11096727048144019,0.11442762948572635
32,0.11086919097751684,0.11549210175871849
33,0.11087464000306002,0.11138422600924969
34,0.11057462934823611,0.11866401433944702
35,0.11047987454020416,0.11204343996942043
36,0.11057196569710909,0.11554949134588241
37,0.11024973890410854,0.1113764677196741
38,0.11069998180147085,0.1109424490481615
39,0.11048395820495298,0.11355424299836159
40,0.11040846432096388,0.11523676291108131
41,0.11048718674416923,0.11079663708806038
42,0.11025263925210586,0.10944446176290512
43,0.11041402927997897,0.1098422210663557
44,0.11004405715531367,0.11010348573327064
45,0.1099519480956844,0.10968394801020623
46,0.10990817889053153,0.11193715669214725
47,0.10980811261082475,0.11035766415297985
48,0.10997860743102364,0.11031788140535355
49,0.10985876913877596,0.11023522317409515
50,0.10970287727371071,0.11024291776120662
51,0.11015557525165241,0.11415554843842983
52,0.10999707289512416,0.11061485856771469
53,0.10976069862430568,0.10998784825205803
54,0.10967803472207367,0.1109778881072998
55,0.1098099002473681,0.11107235886156559
56,0.10965006600433089,0.11089530400931835
57,0.10972325183862558,0.10938916206359864
58,0.10970920249667392,0.111132937297225
59,0.10988873453593694,0.11041227430105209
60,0.10945167444295922,0.11093005388975144
61,0.10957886811901943,0.11027009561657905
62,0.10951712876863032,0.11340385638177394
63,0.10941420749957333,0.11109310276806354
64,0.10944143111354734,0.11203989684581757
65,0.10948338545477951,0.11029553338885308
66,0.10952333010474109,0.11010885126888752
67,0.10953701046773505,0.1102232713252306
68,0.10944755305298023,0.10998167842626572
69,0.10946693272922181,0.11004268489778042
70,0.10917898150187573,0.11012555621564388
71,0.10906859863633271,0.11073583103716374
72,0.10919805130100445,0.11137247048318386
73,0.10905832655590736,0.11199318170547486
74,0.109128616018895,0.10994369387626649
75,0.10931474313231333,0.11049791201949119
76,0.10914381028196807,0.10937074311077595
77,0.10903106475961233,0.11070324629545211
78,0.10919898401008793,0.11165372543036937
79,0.10878698416587522,0.10946898199617863
80,0.10885057266199759,0.10927621237933635
81,0.1088475611495094,0.11036066301167011
82,0.1090935798845652,0.11379882507026196
83,0.10878602229439652,0.11143456511199475
84,0.1088311867997934,0.11110476851463318
85,0.10880210864641428,0.11034506522119045
86,0.10864465860440443,0.11066449359059334
87,0.10884877603600118,0.11006413660943508
88,0.10871172312395705,0.11225846707820893
89,0.10877955934996497,0.11259152218699456
90,0.10853846317846595,0.1104765273630619
91,0.10853732985221536,0.11103714071214199
92,0.10849010214544756,0.11072341911494732
93,0.10865080710081479,0.1096906740218401
94,0.10868518275412557,0.10996927842497825
95,0.10836263183801452,0.10949586518108845
96,0.10814319259976561,0.11018171906471252
97,0.10839469183868669,0.10992933697998523
98,0.10842804042412947,0.11128847897052765
99,0.10839061815375443,0.11065820641815663
100,0.1081640121121348,0.11145856529474259
