Model,Parameter,MAE,RMSE,R2,Pearson,Bias,Error_SD
4_pld,CBF,3.5433828830718994,4.825678825378418,0.972068727016449,0.986082257433583,0.23199902474880219,4.820339679718018
4_pld,ATT,0.25071287155151367,0.3828924894332886,0.7164987325668335,0.8501339412031114,0.05399084463715553,0.3790857493877411
