reference_cbf,reference_att,6PLD_CBF_RMSE,3PLD_CBF_RMSE,CBF_RMSE_Degradation_%,6PLD_CBF_MAE,3PLD_CBF_MAE,CBF_MAE_Degradation_%,6PLD_ATT_RMSE,3PLD_ATT_RMSE,ATT_RMSE_Degradation_%
30.0,1.0,3.1303024291992188,3.331220388412476,6.41848395666534,2.201489925384521,2.404621124267578,9.226987438862677,0.2986443042755127,0.3118137121200561,4.409730122424848
30.0,1.6,3.3028666973114014,3.531801462173462,6.931395840117252,2.3530609607696533,2.601829290390014,10.572115800136018,0.315603494644165,0.3304369151592254,4.70001782831484
30.0,2.2,3.247731924057007,3.416845321655273,5.207123049337546,2.281434297561645,2.4811806678771973,8.755297951338656,0.3047419786453247,0.3200119733810425,5.010794641288926
50.0,1.0,4.024393081665039,4.416224002838135,9.736397842404124,2.920033693313598,3.263665676116944,11.76808279953094,0.3499910533428192,0.3655127882957458,4.434894779359663
50.0,1.6,4.423497200012207,4.930879592895508,11.470164214908978,3.2129969596862797,3.6186444759368896,12.625206974681289,0.3684329688549042,0.3835128843784332,4.092987544083713
50.0,2.2,4.178160667419434,4.638345241546631,11.014046867934882,3.027139902114868,3.3867149353027344,11.878375126853378,0.3605971336364746,0.3688192069530487,2.2801271972569084
70.0,1.0,5.14987325668335,5.847854137420654,13.553360363412562,3.701432704925537,4.229570865631104,14.268479337818787,0.3944587409496307,0.4080296158790588,3.440378807871568
70.0,1.6,5.832540035247803,6.616582870483398,13.442562425587957,4.144105911254883,4.740092277526856,14.381542823346955,0.4060626327991485,0.4290433824062347,5.659410088702545
70.0,2.2,5.401501655578613,6.075333595275879,12.47490017894078,3.884823083877564,4.402109146118164,13.315562924535568,0.3980686366558075,0.4135313928127289,3.8844447246145024
